genres,release_date,tags,specs,price,sentiment,metascore
"['Indie', 'Simulation', 'Strategy']",2009-06-04,"['Strategy', 'Indie', 'Simulation', 'Space', 'Sci-fi']","['Single-player', 'Steam Achievements']",14.99,Positive,66
"['Action', 'Adventure']",2009-06-10,"['Action', 'Open World', 'Adventure', 'Third Person', 'Gore', 'Singleplayer', 'Parkour', 'Superhero', 'Zombies', 'Hack and Slash', 'Action-Adventure', 'Violent', 'Sci-fi', 'Sandbox', 'Story Rich', 'Stealth', 'RPG', 'Atmospheric', 'Controller', 'Horror']",['Single-player'],19.99,Very Positive,79
['Strategy'],2004-04-30,"['Strategy', 'Trading', 'Pirates', 'Economy', 'Historical', 'Naval']",['Single-player'],4.99,Mixed,75
['RPG'],2007-09-11,"['Open World', 'RPG', 'Fantasy', 'Singleplayer', 'Moddable', 'First-Person', 'Exploration', 'Adventure', 'Great Soundtrack', 'Action', 'Magic', 'Sandbox', 'Character Customization', 'Atmospheric', 'Story Rich', 'Medieval', 'Action RPG', 'Classic', 'Third Person', 'Dark Fantasy']","['Single-player', 'Steam Cloud']",14.99,Very Positive,94
['RPG'],2002-04-29,"['RPG', 'Open World', 'Fantasy', 'Classic', 'Great Soundtrack', 'Moddable', 'First-Person', 'Adventure', 'Singleplayer', 'Cult Classic', 'Atmospheric', 'Magic', 'Sandbox', 'Exploration', 'Story Rich', 'Action RPG', 'Character Customization', 'Medieval', 'Action', 'Third Person']","['Single-player', 'Steam Cloud']",14.99,Very Positive,89
['Action'],2009-06-30,"['Western', 'Action', 'FPS', 'Singleplayer', 'Adventure', 'Shooter', 'Multiplayer', 'First-Person', 'Open World', 'Story Rich', 'Historical', 'Atmospheric', 'Bullet Time', 'Great Soundtrack']",['Single-player'],9.99,Very Positive,78
['Adventure'],2007-10-01,"['Adventure', 'Point & Click', 'Mystery', 'Female Protagonist', 'Puzzle', 'Detective']",['Single-player'],6.99,Positive,79
['Adventure'],2006-10-01,"['Adventure', 'Female Protagonist', 'Point & Click', 'Mystery', 'Puzzle']",['Single-player'],6.99,Positive,68
['Adventure'],2008-07-01,"['Adventure', 'Point & Click', 'Puzzle', 'Mystery', 'Female Protagonist', 'Detective']",['Single-player'],6.99,Positive,69
['Adventure'],2007-07-01,"['Adventure', 'Point & Click', 'Mystery', 'Female Protagonist', 'Puzzle', 'Detective']",['Single-player'],6.99,Positive,73
['Adventure'],2009-07-07,"['Adventure', 'Point & Click', 'Pirates', 'Comedy', 'Episodic', 'Puzzle', 'Singleplayer', 'Funny']",['Single-player'],19.99,Very Positive,79
['Action'],2009-07-07,"['Fighting', 'Action', 'Arcade', 'Multiplayer', 'Local Multiplayer', '2D Fighter', ""Beat 'em up"", '2.5D', 'Competitive', '2D']","['Single-player', 'Multi-player', 'Partial Controller Support']",19.99,Mostly Positive,91
"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",2007-10-09,"['Simulation', 'Action', 'Strategy', 'Adventure', 'Racing', 'Management', 'Singleplayer']","['Single-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Steam Cloud']",9.99,Very Positive,70
['Action'],2003-12-02,"['Action', 'Third-Person Shooter', 'Comedy', 'Funny', 'Classic', 'Shooter']","['Single-player', 'Steam Cloud']",5.99,Very Positive,78
['Action'],2005-11-01,"['Star Wars', 'Action', 'Multiplayer', 'Third-Person Shooter', 'Shooter', 'Sci-fi', 'Space', 'Classic', 'FPS', 'First-Person', 'Singleplayer', 'Moddable', 'Third Person', 'Military', 'Tactical', 'Strategy', 'Co-op', 'Great Soundtrack', 'Adventure', 'Open World']","['Single-player', 'Partial Controller Support', 'Steam Cloud']",9.99,Very Positive,78
"['Action', 'Adventure']",2008-06-03,"['Adventure', 'Action', 'LEGO', 'Family Friendly', 'Local Co-Op', 'Comedy', 'Funny']","['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Steam Cloud']",19.99,Mostly Positive,78
['Adventure'],2009-07-15,"['Point & Click', 'Adventure', 'Comedy', 'Pirates', 'Classic', 'Remake', 'Funny', 'Singleplayer', 'Pixel Graphics', 'Puzzle', '2D', ""1990's"", 'Great Soundtrack', 'Story Rich', 'Third Person', 'Retro']","['Single-player', 'Full controller support', 'Steam Cloud']",9.99,Overwhelmingly Positive,86
"['Action', 'Racing']",2009-06-02,"['Racing', 'Action', 'Zombies', 'Open World', 'Gore', 'Singleplayer']",['Single-player'],9.99,Mostly Positive,51
['Adventure'],2009-07-21,"['Adventure', 'Point & Click', 'Puzzle', 'Mystery', 'Female Protagonist', 'Detective']","['Single-player', 'Steam Achievements']",6.99,Mixed,78
['Action'],2007-10-30,"['Action', 'FPS', 'Time Manipulation', 'Sci-fi', 'First-Person', 'Shooter', 'Atmospheric', 'Singleplayer', 'Bullet Time', 'Multiplayer', 'Classic', 'Futuristic', 'Time Travel']","['Single-player', 'Multi-player']",19.99,Mostly Positive,71
['Action'],2008-08-14,"['Action', 'Platformer', 'Remake', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', '2D', 'Retro', 'Co-op', '2.5D', '4 Player Local', 'Arcade']","['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",9.99,Mostly Positive,86
"['Action', 'Adventure']",2009-07-28,"['Action', 'Adventure', 'Third Person', 'Great Soundtrack', 'Singleplayer', 'Multiplayer', 'Third-Person Shooter', 'Shooter']","['Single-player', 'Multi-player', 'Partial Controller Support', 'Steam Cloud']",9.99,Mostly Positive,69
['Action'],2009-07-29,"['Action', 'Superhero', ""Beat 'em up""]","['Single-player', 'Co-op', 'Partial Controller Support']",4.99,Mixed,44
"['Indie', 'Casual']",2009-08-18,"['Indie', 'Casual', 'Puzzle', 'Singleplayer', 'Relaxing', 'Physics', 'Great Soundtrack', 'Strategy', 'Difficult', '2D', 'Atmospheric']","['Single-player', 'Steam Achievements']",9.99,Very Positive,80
['RPG'],1998-12-01,"['RPG', 'Post-apocalyptic', 'Classic', 'Open World', 'Isometric', 'Turn-Based', 'Turn-Based Combat', 'Singleplayer', 'Sci-fi', 'Atmospheric', 'Story Rich', 'Great Soundtrack', 'Retro', 'Exploration', 'Adventure', 'Replay Value', 'Dark Humor', 'Sandbox', '2D', 'CRPG']","['Single-player', 'Steam Cloud']",9.99,Very Positive,86
['Strategy'],2001-03-01,"['Post-apocalyptic', 'Strategy', 'RPG', 'Turn-Based', 'Tactical', 'Isometric', 'Sci-fi', 'Classic', 'Singleplayer', 'Turn-Based Strategy', 'Open World', 'Real-Time with Pause', 'Action', 'Atmospheric', 'Tactical RPG', 'Multiplayer', 'Turn-Based Tactics', 'CRPG', 'Story Rich']","['Single-player', 'Multi-player', 'Steam Cloud']",9.99,Very Positive,82
"['Adventure', 'Indie']",2009-06-22,"['Point & Click', 'Adventure', 'Indie', 'Comedy', 'Time Travel', 'Singleplayer', '2D', 'Hand-drawn', 'Funny']",['Single-player'],4.99,Very Positive,84
['Action'],2005-03-29,"['Stealth', 'Action', 'Third Person', 'Co-op', 'Classic', 'Great Soundtrack', 'Atmospheric', 'Singleplayer', 'Multiplayer', 'Tactical', 'Shooter', 'Story Rich', 'Third-Person Shooter', 'Adventure']",['Single-player'],9.99,Very Positive,92
"['Action', 'Adventure']",2009-09-08,"['Adventure', 'Action', 'Ninja', 'Stealth', 'Cute', 'Singleplayer', '3D Platformer', 'Platformer', 'Third Person', 'Family Friendly', 'Multiplayer', 'Funny', 'Open World', 'Controller', 'Co-op', 'Great Soundtrack']",['Single-player'],9.99,Very Positive,74
['RPG'],2009-10-30,"['RPG', 'Open World', 'Gothic', 'Fantasy', 'Adventure', 'Atmospheric', 'Third Person', 'Singleplayer', 'Exploration', 'Action', 'Magic', 'Dark Fantasy', 'Great Soundtrack', 'Action RPG', 'Medieval', 'Difficult', 'Sandbox', 'Story Rich', 'Character Customization', 'Classic']","['Single-player', 'Steam Trading Cards']",9.99,Very Positive,77
"['Adventure', 'Indie']",2009-10-16,"['Point & Click', 'Adventure', 'Puzzle', 'Indie', 'Great Soundtrack', 'Steampunk', 'Singleplayer', 'Atmospheric', 'Robots', 'Hand-drawn', '2D', 'Stylized', 'Casual', 'Cute', 'Story Rich', 'Classic', 'Touch-Friendly', 'Hidden Object', 'Difficult', 'Sci-fi']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,Overwhelmingly Positive,85
['Action'],2007-09-04,"['Action', 'World War II', 'FPS', 'Multiplayer', 'Shooter', 'War', 'Singleplayer', 'Military', 'First-Person', 'Historical', 'Atmospheric', 'Classic', 'Open World']","['Single-player', 'Multi-player']",9.99,Mostly Positive,78
['Racing'],2009-09-15,"['Racing', 'Simulation', 'Multiplayer', 'Driving', 'Arcade', 'Action', 'Open World', 'Controller']","['Single-player', 'Multi-player']",19.99,Mostly Positive,83
['RPG'],2009-10-27,"['RPG', 'Action RPG', 'Hack and Slash', 'Dungeon Crawler', 'Fantasy', 'Singleplayer', 'Loot', 'Indie', 'Moddable', 'Action', 'Adventure', 'Cartoon', 'Magic', 'Female Protagonist', 'Isometric', 'Exploration', 'Steampunk', 'Co-op']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']",14.99,Very Positive,83
['Action'],2009-10-27,"['Action', 'FPS']","['Single-player', 'Multi-player']",9.99,Mostly Negative,38
"['RPG', 'Strategy']",2009-10-29,"['Strategy', 'RPG', 'RTS', 'Action', 'Fantasy', 'Singleplayer']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Cloud', 'Includes level editor']",14.99,Mostly Positive,80
['Strategy'],2009-10-29,"['Strategy', 'RTS', 'World War II']","['Single-player', 'Multi-player']",4.99,Very Positive,76
['Strategy'],2009-11-01,"['Strategy', 'World War II', 'RTS', 'Historical', 'War']","['Single-player', 'Steam Cloud']",4.99,Very Positive,77
"['Action', 'RPG']",2009-11-03,"['RPG', 'Strategy', 'Action', 'Fantasy', 'RTS', 'Singleplayer']",['Single-player'],9.99,Very Positive,74
"['Action', 'Indie']",2009-11-24,"['FPS', 'Action', 'Co-op', 'Shooter', 'Comedy', 'Online Co-Op', 'Indie', 'Multiplayer', 'Gore', 'Classic', 'First-Person', 'Singleplayer', 'Funny', 'Aliens', 'Adventure', 'Colorful', 'Remake', 'Difficult', 'Sci-fi', 'Score Attack']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,Very Positive,68
['Adventure'],2009-10-29,"['Adventure', 'Point & Click', 'Female Protagonist']",['Single-player'],9.99,Mostly Positive,64
['RPG'],2009-11-06,"['RPG', 'Fantasy', 'Story Rich', 'Multiple Endings', 'Singleplayer', 'Real-Time with Pause', 'Adventure', 'Atmospheric', 'Dark Fantasy', 'Choices Matter', 'Tactical', 'Character Customization', 'Party-Based RPG', 'Open World', 'Dragons', 'Romance', 'Third Person', 'Female Protagonist', 'Loot', 'Action']",['Single-player'],19.99,Very Positive,91
['Action'],2009-11-12,"['Action', 'FPS', 'Multiplayer', 'Shooter', 'First-Person', 'Singleplayer', 'War', 'Co-op', 'Military', 'Online Co-Op', 'PvP', 'Great Soundtrack', 'Adventure', 'Story Rich', 'Atmospheric', 'Linear', 'Tactical', 'Strategy', 'Moddable', 'Zombies']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled']",19.99,Very Positive,86
['Adventure'],2009-11-12,"['LEGO', 'Star Wars', 'Adventure', 'Local Co-Op', 'Family Friendly', 'Comedy', 'Action', 'Singleplayer', 'Sci-fi', 'Co-op', 'Funny', 'Multiplayer', 'Open World', 'Local Multiplayer', 'Space', 'Puzzle', 'Great Soundtrack', 'Casual', 'Controller', 'Classic']","['Single-player', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud']",19.99,Very Positive,77
['RPG'],2007-06-26,"['RPG', 'Villain Protagonist', 'Third Person', 'Action', 'Comedy', 'Fantasy', 'Adventure', 'Funny', 'Singleplayer', 'Dark Humor', 'Action-Adventure', 'Strategy', 'Action RPG', 'Atmospheric', 'Puzzle', 'RTS', 'Open World', 'Hack and Slash', 'Multiplayer', 'Story Rich']","['Single-player', 'Partial Controller Support']",4.99,Very Positive,81
['Strategy'],2007-03-28,"['Strategy', 'RTS', 'Base Building', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Action', 'FMV', 'Atmospheric']",['Single-player'],14.99,Very Positive,85
['Strategy'],2009-11-13,"['Strategy', 'RTS', 'Base Building', 'Sci-fi', 'Multiplayer', 'FMV', 'Singleplayer']","['Single-player', 'Multi-player']",19.99,Very Positive,77
"['Indie', 'Simulation', 'Strategy']",2009-11-16,"['Strategy', 'Indie', 'Simulation', 'Sci-fi', 'Space', '2D', 'Sandbox', 'Singleplayer', 'Building', 'Moddable', 'Multiplayer']","['Single-player', 'Multi-player', 'Steam Trading Cards']",14.99,Very Positive,72
['Simulation'],2009-12-25,"['Simulation', 'Flight', 'World War II', 'Historical', 'Multiplayer', 'TrackIR', 'Action', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Partial Controller Support']",9.99,Mixed,78
"['Action', 'Adventure', 'RPG']",2005-06-17,"['RPG', 'Adventure', 'Comedy', 'Action', 'Fantasy', 'Parody', 'Funny', 'Action RPG', 'Singleplayer', 'Classic', 'Hack and Slash']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,Very Positive,70
['Action'],2009-11-03,"['Action', 'Star Wars', 'Third Person', 'Sci-fi', 'Singleplayer', 'Hack and Slash', 'Adventure', 'Story Rich', 'Controller', 'Great Soundtrack', 'Quick-Time Events', 'Platformer', 'RPG', ""Beat 'em up""]","['Single-player', 'Partial Controller Support', 'Steam Cloud']",19.99,Mixed,65
['RPG'],2009-10-13,"['Open World', 'RPG', 'Post-apocalyptic', 'Singleplayer', 'Moddable', 'First-Person', 'Sci-fi', 'Action', 'Adventure', 'FPS', 'Replay Value', 'Sandbox', 'Third Person', 'Exploration', 'Atmospheric', 'Story Rich', 'Shooter', 'Cult Classic', 'Action RPG', 'Great Soundtrack']",['Single-player'],19.99,Very Positive,91
['Casual'],2009-12-17,"['Casual', 'Puzzle']","['Single-player', 'Multi-player']",1.99,Mostly Positive,72
"['Action', 'Adventure']",2008-07-08,"['Action', 'Hack and Slash', 'Character Action Game', 'Great Soundtrack', 'Adventure', 'Stylized', 'Singleplayer', 'Spectacle fighter', 'Third Person', ""Beat 'em up"", 'Difficult', 'Controller', 'Fantasy', 'Demons', 'Atmospheric', 'RPG', 'Story Rich']","['Single-player', 'Full controller support']",19.99,Very Positive,78
"['Action', 'Indie', 'RPG']",2010-03-17,"['RPG', 'Action', 'Action RPG', 'Fantasy', 'Indie', 'Magic', 'Adventure', 'Singleplayer', 'Hack and Slash', 'Story Rich', 'Atmospheric']",['Single-player'],9.99,Mixed,68
['Strategy'],2010-02-17,"['Strategy', 'Turn-Based', 'Turn-Based Strategy', 'Sci-fi', 'Tactical', 'Aliens', 'Singleplayer']",['Single-player'],9.99,Mostly Positive,68
['Adventure'],2010-02-18,"['Adventure', 'LEGO', 'Action', 'Local Co-Op', 'Family Friendly', 'Comedy', 'Singleplayer', 'Open World', 'Co-op', 'Level Editor', 'Funny']","['Single-player', 'Shared/Split Screen']",19.99,Mostly Positive,66
"['Action', 'Indie']",2001-03-21,"['Action', 'FPS', 'Classic', 'Indie', 'Local Co-Op', 'Shooter', 'Co-op', 'Singleplayer', 'Multiplayer', 'Comedy', 'First-Person', 'Sci-fi', 'Great Soundtrack', 'Gore', 'Adventure', 'Split Screen', 'Difficult', 'Funny', 'Atmospheric', 'Arena Shooter']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Includes level editor']",9.99,Overwhelmingly Positive,87
"['Action', 'RPG']",2010-03-31,"['Medieval', 'RPG', 'Open World', 'Strategy', 'Action', 'Sandbox', 'Multiplayer', 'Moddable', 'Military', 'Adventure', 'Horses', 'Realistic', 'First-Person', 'Historical', 'Singleplayer', 'Third Person', 'Hack and Slash', 'Simulation', 'Fantasy', 'Indie']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",19.99,Overwhelmingly Positive,78
"['Action', 'Indie']",2010-04-05,"['Action', 'Indie', 'Multiplayer', 'Robots']","['Multi-player', 'Steam Achievements', 'Steam Leaderboards']",4.99,Mixed,76
['Action'],2010-04-08,"['Western', 'Action', 'Multiplayer', 'Third-Person Shooter', 'Third Person', 'Shooter']","['Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,Mostly Positive,70
"['Action', 'Casual', 'Indie']",2010-04-15,"['Music', 'Indie', ""Shoot 'Em Up"", 'Action', 'Music-Based Procedural Generation', 'Twin Stick Shooter', 'Rhythm', 'Casual', 'Colorful', 'Co-op', 'Shooter', 'Multiplayer', 'Bullet Hell', 'Singleplayer', 'Arcade', 'Local Co-Op', 'Space', 'Replay Value', 'Great Soundtrack', '2D']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,Overwhelmingly Positive,70
"['Simulation', 'Strategy']",2010-04-19,"['Simulation', 'Strategy', 'Management']",['Single-player'],9.99,Mostly Negative,53
"['Adventure', 'Indie']",2010-04-20,"['Indie', 'Puzzle', 'Platformer', 'Adventure', 'Puzzle-Platformer', 'Time Manipulation', '2D', 'Comedy', 'Great Soundtrack']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,Very Positive,79
['Action'],2003-08-19,"['Action', 'Underwater', 'Cyberpunk', 'Sci-fi', 'Singleplayer', 'Simulation', '6DOF']",['Single-player'],4.99,Mostly Positive,59
['Action'],2001-11-30,"['Action', 'Underwater', 'Singleplayer', 'Sci-fi', 'Cyberpunk', '6DOF', 'Multiplayer', 'Shooter', 'Simulation']","['Single-player', 'Multi-player']",4.99,Mostly Positive,67
"['Action', 'Adventure']",2010-05-11,"['Action', 'Adventure', 'Platformer']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,Mostly Positive,63
"['Action', 'RPG']",2010-06-01,"['RPG', 'Stealth', 'Action', 'Choices Matter', 'Multiple Endings', 'Third Person', 'Character Customization', 'Story Rich', 'Singleplayer', 'Modern', 'Third-Person Shooter', 'Action RPG', 'Shooter', 'Adventure', 'Cult Classic', 'Romance', 'Atmospheric']",['Single-player'],14.99,Very Positive,72
['Action'],2010-06-03,"['Action', 'Shooter', 'Sci-fi', 'Aliens', 'Top-Down', 'Co-op', 'Isometric', 'Third Person', 'Space', 'Arcade', 'Singleplayer', 'Twin Stick Shooter']","['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",9.99,Mostly Positive,64
"['Strategy', 'RPG']",2010-07-16,"['Strategy', 'RPG', 'Turn-Based', 'Turn-Based Strategy', 'Fantasy']","['Single-player', 'Multi-player', 'Steam Achievements']",14.99,Mixed,56
"['Casual', 'Indie']",2010-07-16,"['Casual', 'Indie', 'Puzzle', 'Singleplayer']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Includes level editor']",4.99,Mostly Positive,75
"['Action', 'Casual', 'Indie']",2010-07-19,"['Action', 'Indie', 'Casual', ""Shoot 'Em Up"", 'Arcade', 'Bullet Hell', 'Shooter']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,Mostly Negative,61
['Action'],2010-08-17,"['Action', 'Co-op', 'Third-Person Shooter', 'Crime', 'Shooter', 'Third Person', 'Short', 'Atmospheric', 'Heist', 'Violent', 'Multiplayer', 'Singleplayer', 'Mature', 'Story Rich', 'Adventure', 'Nudity', 'Open World']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Leaderboards']",9.99,Mixed,66
"['Simulation', 'Strategy']",2010-07-28,"['Strategy', 'Simulation', 'Economy', 'Medieval', 'RPG', 'Politics', 'Trading', 'City Builder', 'Sandbox', 'Management', 'Singleplayer', 'Multiplayer', 'Resource Management', 'Open World', 'Historical']",['Single-player'],9.99,Very Positive,56
['Strategy'],2010-08-06,"['Strategy', 'Turn-Based', 'Fantasy', 'Turn-Based Strategy', 'Singleplayer']","['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",4.99,Very Positive,67
['Action'],2011-03-22,"['Action', 'Open World', 'Crime', 'Story Rich', 'Atmospheric', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'Shooter', 'Great Soundtrack', 'Adventure', 'America', 'Driving', 'Music', 'Classic', 'Nudity', 'Multiplayer', 'Sandbox', '3D Vision', 'RPG']","['Single-player', 'Steam Achievements', 'Partial Controller Support']",29.99,Very Positive,77
